Order,Length_1
334,11
335,5
336,6
337,7
338,8
339,11
340,10
341,12
342,9
343,13
344,5
345,6
346,7
347,7
348,3
349,8
350,3
351,7
352,3
353,3
354,3
355,3
356,3
357,5
358,3
359,7
360,3
361,8
362,3
363,7
364,3
365,5
366,3
367,7
368,7
369,7
370,3
371,3
372,3
373,3
374,3
375,3
376,3
377,4
378,4
379,11
380,7
381,3
382,3
383,3
384,3
385,3
386,3
387,3
388,3
389,4
390,3
391,3
392,3
393,3
394,3
395,7
396,3
397,3
398,3
399,3
400,3
401,3
402,4
403,4
404,6
405,3
406,7
407,3
408,3
409,3
410,3
411,7
412,7
413,3
414,3
415,3
416,5
417,3
418,3
419,3
420,3
421,5
422,3
423,7
424,7
425,3
426,3
427,3
428,3
429,4
430,4
431,7
432,3
433,3
434,3
435,3
436,3
437,3
438,3
439,3
440,4
441,4
442,12
443,3
444,3
445,3
446,3
447,7
448,3
449,3
450,3
451,3
452,3
453,4
454,4
455,4
456,6
457,7
458,3
459,7
460,9
461,7
462,10
463,8
464,8
465,9
466,5
467,8
468,9
469,7
470,9
471,5
472,6
473,3
474,7
475,7
476,7
477,3
478,3
479,5
480,3
481,5
482,3
483,5
484,3
485,3
486,3
487,5
488,3
489,3
490,8
491,4
492,4
493,5
494,3
495,7
496,4
497,4
498,7
499,8
500,4
501,7
502,4
503,8
504,4
505,4
506,9
507,4
508,4
509,5
510,4
511,7
512,4
513,4
514,4
515,7
516,5
517,7
518,9
519,3
520,5
521,3
522,5
523,3
524,5
525,3
526,7
527,5
528,7
529,3
530,3
531,3
532,3
533,4
534,5
535,3
536,3
537,5
538,3
539,3
540,3
541,3
542,3
543,3
544,4
545,4
546,8
547,3
548,5
549,3
550,3
551,3
552,5
553,3
554,3
555,3
556,3
557,3
558,4
559,4
560,6
561,5
562,3
563,4
564,7
565,4
566,4
567,7
568,4
569,4
570,5
571,4
572,4
573,4
574,4
575,5
576,4
577,3
578,7
579,5
580,5
581,3
582,3
583,5
584,3
585,5
586,3
587,5
588,3
589,3
590,4
591,3
592,5
593,3
594,3
595,3
596,3
597,3
598,4
599,4
600,4
601,5
602,3
603,3
604,3
605,3
606,4
607,4
608,5
609,8
610,7
611,4
612,4
613,4
614,7
615,5
616,4
617,5
618,4
619,5
620,4
621,5
622,7
623,3
624,5
625,3
626,5
627,5
628,5
629,7
630,6
631,6
632,7
633,4
634,7
635,7
636,4
637,7
638,7
639,5
640,5
641,5
642,6
643,4
644,6
645,6
646,4
647,4
648,5
649,7
650,5
651,5
652,6
653,4
654,6
655,8
656,4
657,7
658,4
659,5
660,5
661,5
662,6
663,5
664,5
665,6
666,6
667,6
668,4
669,6
670,4
671,5
672,5
673,5
674,7
675,12
676,8
677,7
678,13
679,5
680,10
681,6
682,7
683,7
684,11
685,5
686,13
687,9
688,7
689,12
690,9
691,5
692,6
693,4
694,4
695,4
696,5
697,6
698,4
699,4
700,9
701,4
702,6
703,9
704,4
705,6
706,5
707,7
708,5
709,5
710,6
711,7
712,6
713,7
714,6
715,7
716,5
717,5
718,5
719,5
720,6
721,4
722,6
723,4
724,7
725,4
726,5
727,5
728,4
729,5
730,5
731,6
732,4
733,4
734,5
735,5
736,5
737,6
738,6
739,4
740,5
741,5
742,3
743,3
744,3
745,3
746,3
747,3
748,3
749,5
750,6
751,7
752,6
753,6
754,6
755,3
756,3
757,3
758,3
759,7
760,7
761,3
762,12
763,7
764,6
765,6
766,6
767,6
768,5
769,3
770,3
771,3
772,3
773,3
774,3
775,9
776,3
777,3
778,4
779,3
780,3
781,4
782,8
783,10
784,7
785,3
786,4
787,3
788,3
789,3
790,3
791,3
792,3
793,6
794,6
795,6
796,3
797,4
798,6
799,6
800,6
801,3
802,3
803,3
804,3
805,3
806,3
807,3
808,7
809,6
810,6
811,3
812,9
813,7
814,9
815,9
816,7
817,9
818,10
819,13
820,9
821,3
822,7
823,4
824,6
825,6
826,6
827,6
828,6
829,6
830,7
831,7
832,7
833,11
834,7
835,7
836,10
837,7
838,10
839,7
840,12
841,9
842,12
843,7
844,11
845,6
846,6
847,6
848,3
849,7
850,6
851,3
852,3
853,3
854,3
855,3
856,3
857,7
858,6
859,6
860,6
861,6
862,3
863,6
864,6
865,3
866,3
867,3
868,9
869,3
870,4
871,7
872,3
873,3
874,3
875,6
876,6
877,6
878,6
879,3
880,5
881,3
882,5
883,5
884,3
885,7
886,3
887,7
888,3
889,7
890,5
891,5
892,5
893,5
894,3
895,4
896,3
897,3
898,4
899,3
900,4
901,5
902,5
903,4
904,5
905,3
906,4
907,4
908,5
909,5
910,5
911,3
912,6
913,4
914,5
915,3
916,3
917,9
918,3
919,7
920,3
921,7
922,5
923,7
924,4
925,3
926,4
927,7
928,6
929,5
930,5
931,3
932,7
933,7
934,5
935,5
936,5
937,3
938,4
939,4
940,5
941,5
942,4
943,8
944,8
945,6
946,9
947,7
948,11
949,10
950,10
951,9
952,9
953,11
954,11
955,7
956,7
957,7
958,9
