Order,Length_1
373,4
374,4
375,4
376,4
377,7
378,7
379,7
380,9
381,4
382,4
383,4
384,4
385,4
386,4
387,4
388,4
389,8
390,4
391,4
392,4
393,4
394,4
395,8
396,4
397,4
398,4
399,4
400,4
401,4
402,7
403,7
404,7
405,4
406,8
407,4
408,4
409,4
410,4
411,7
412,9
413,4
414,4
415,4
416,7
417,4
418,4
419,4
420,4
421,7
422,4
423,8
424,7
425,4
426,4
427,4
428,4
429,7
430,6
431,8
432,4
433,4
434,4
435,4
436,4
437,4
438,4
439,4
440,9
441,9
442,9
443,4
444,4
445,4
446,4
447,8
448,4
449,4
450,4
451,4
452,4
453,6
454,7
455,7
456,7
457,8
458,4
459,5
460,10
461,5
462,10
463,7
464,7
465,5
466,8
467,9
468,12
469,9
470,6
471,8
472,6
473,4
474,7
475,8
476,7
477,4
478,4
479,7
480,4
481,9
482,4
483,7
484,4
485,3
486,5
487,3
488,5
489,5
490,7
491,7
492,10
493,3
494,5
495,7
496,7
497,3
498,9
499,13
500,3
501,9
502,3
503,10
504,3
505,3
506,10
507,3
508,3
509,8
510,3
511,7
512,3
513,3
514,3
515,8
516,6
517,7
518,7
519,5
520,3
521,3
522,3
523,5
524,3
525,5
526,7
527,3
528,8
529,5
530,3
531,5
532,5
533,7
534,3
535,3
536,5
537,3
538,3
539,3
540,3
541,5
542,3
543,3
544,8
545,8
546,8
547,3
548,3
549,3
550,3
551,5
552,3
553,5
554,3
555,3
556,3
557,5
558,7
559,7
560,7
561,3
562,3
563,3
564,7
565,3
566,3
567,11
568,3
569,3
570,8
571,3
572,3
573,3
574,3
575,8
576,3
577,5
578,9
579,3
580,3
581,3
582,5
583,7
584,3
585,8
586,3
587,7
588,3
589,5
590,6
591,5
592,3
593,5
594,3
595,3
596,3
597,5
598,6
599,10
600,13
601,3
602,3
603,3
604,5
605,5
606,7
607,6
608,3
609,12
610,9
611,3
612,3
613,3
614,14
615,8
616,3
617,8
618,3
619,8
620,3
621,3
622,7
623,5
624,11
625,3
626,7
627,10
628,10
629,10
630,4
631,4
632,4
633,4
634,4
635,4
636,4
637,4
638,9
639,8
640,9
641,10
642,4
643,4
644,7
645,6
646,4
647,4
648,8
649,7
650,7
651,7
652,4
653,4
654,4
655,7
656,4
657,4
658,4
659,7
660,7
661,6
662,4
663,6
664,6
665,7
666,6
667,6
668,4
669,4
670,4
671,6
672,6
673,6
674,7
675,7
676,7
677,7
678,7
679,6
680,7
681,8
682,7
683,9
684,7
685,6
686,7
687,7
688,7
689,7
690,7
691,10
692,4
693,4
694,4
695,4
696,7
697,6
698,4
699,4
700,4
701,4
702,6
703,6
704,4
705,6
706,6
707,11
708,6
709,6
710,7
711,9
712,7
713,7
714,7
715,9
716,6
717,6
718,11
719,12
720,4
721,4
722,4
723,4
724,4
725,4
726,8
727,11
728,4
729,7
730,7
731,4
732,4
733,4
734,7
735,6
736,6
737,7
738,6
739,4
740,6
741,7
742,3
743,3
744,3
745,3
746,3
747,3
748,3
749,7
750,5
751,5
752,5
753,5
754,5
755,3
756,3
757,3
758,3
759,13
760,11
761,3
762,7
763,5
764,5
765,5
766,5
767,5
768,7
769,3
770,3
771,3
772,3
773,3
774,3
775,9
776,3
777,3
778,6
779,3
780,3
781,6
782,11
783,9
784,12
785,3
786,6
787,3
788,3
789,3
790,3
791,3
792,3
793,5
794,5
795,5
796,3
797,6
798,5
799,5
800,5
801,3
802,3
803,3
804,3
805,3
806,3
807,3
808,6
809,5
810,5
811,3
812,4
813,4
814,4
815,4
816,4
817,4
818,4
819,4
820,4
821,3
822,8
823,7
824,4
825,4
826,4
827,4
828,4
829,4
830,4
831,4
832,4
833,4
834,4
835,4
836,4
837,4
838,4
839,4
840,4
841,4
842,4
843,4
844,4
845,4
846,4
847,4
848,3
849,6
850,5
851,3
852,3
853,3
854,3
855,3
856,3
857,5
858,5
859,5
860,5
861,5
862,3
863,5
864,5
865,3
866,3
867,3
868,12
869,3
870,7
871,11
872,3
873,3
874,3
875,5
876,5
877,5
878,5
879,3
880,6
881,3
882,6
883,6
884,3
885,10
886,3
887,7
888,3
889,9
890,6
891,6
892,13
893,12
894,3
895,6
896,3
897,3
898,6
899,3
900,6
901,10
902,8
903,6
904,8
905,3
906,6
907,6
908,8
909,6
910,6
911,3
912,9
913,9
914,6
915,3
916,3
917,6
918,3
919,6
920,3
921,6
922,11
923,6
924,7
925,3
926,6
927,6
928,6
929,6
930,6
931,3
932,12
933,13
934,6
935,14
936,13
937,3
938,7
939,7
940,8
941,8
942,7
943,10
944,7
945,6
946,9
947,11
948,11
949,9
950,11
951,10
952,10
953,10
954,7
955,14
956,8
957,12
958,9
