Order,Length_1
476,7
477,7
478,13
479,6
480,6
481,6
482,6
483,4
484,4
485,13
486,6
487,9
488,8
489,6
490,7
491,9
492,9
493,9
494,6
495,7
496,5
497,7
498,10
499,5
500,12
501,8
502,12
503,5
504,8
505,8
506,8
507,9
508,8
509,8
510,8
511,9
512,11
513,7
514,13
515,5
516,7
517,7
518,8
519,12
520,11
521,12
522,7
523,8
524,4
525,7
526,7
527,12
528,7
529,10
530,13
531,6
532,6
533,9
534,9
535,11
536,9
537,9
538,9
539,8
540,12
541,9
542,12
543,14
544,9
545,7
546,6
547,9
548,7
549,9
550,6
551,9
552,6
553,7
554,9
555,4
556,12
557,6
558,4
559,4
560,4
561,4
562,10
563,6
564,8
565,11
566,12
567,5
568,10
569,7
570,6
571,6
572,6
573,7
574,6
575,8
576,6
577,6
578,6
579,13
580,11
581,11
582,6
583,6
584,6
585,6
586,6
587,4
588,4
589,6
590,7
591,7
592,7
593,11
594,9
595,13
596,7
597,6
598,7
599,7
600,9
601,10
602,7
603,5
604,6
605,6
606,4
607,5
608,5
609,8
610,11
611,10
612,13
613,6
614,5
615,6
616,6
617,7
618,6
619,6
620,6
621,7
622,8
623,7
624,6
625,6
626,4
627,3
628,3
629,10
630,8
631,10
632,11
633,11
634,3
635,10
636,9
637,9
638,12
639,3
640,3
641,3
642,12
643,10
644,10
645,10
646,12
647,11
648,3
649,9
650,3
651,3
652,9
653,9
654,11
655,3
656,11
657,12
658,12
659,3
660,3
661,6
662,7
663,6
664,7
665,10
666,12
667,10
668,12
669,11
670,10
671,6
672,8
673,6
674,11
675,7
676,11
677,11
678,11
679,7
680,12
681,9
682,12
683,9
684,14
685,7
686,8
687,10
688,12
689,10
690,10
691,3
692,11
693,12
694,12
695,9
696,3
697,9
698,11
699,14
700,12
701,12
702,12
703,11
704,12
705,11
706,6
707,7
708,6
709,7
710,10
711,12
712,12
713,11
714,9
715,12
716,6
717,7
718,3
719,3
720,11
721,11
722,12
723,11
724,10
725,11
726,3
727,3
728,10
729,3
730,3
731,9
732,9
733,12
734,3
735,6
736,7
737,8
738,12
739,11
740,7
741,9
742,12
743,12
744,11
745,11
746,9
747,9
748,7
749,7
750,10
751,9
752,8
753,8
754,8
755,10
756,8
757,10
758,10
759,14
760,10
761,11
762,8
763,9
764,10
765,8
766,8
767,8
768,11
769,11
770,11
771,8
772,11
773,12
774,12
775,3
776,12
777,12
778,12
779,9
780,11
781,9
782,3
783,9
784,9
785,11
786,11
787,12
788,12
789,11
790,12
791,10
792,7
793,9
794,9
795,8
796,12
797,8
798,8
799,9
800,8
801,9
802,8
803,12
804,13
805,11
806,9
807,9
808,14
809,8
810,8
811,9
812,6
813,6
814,6
815,6
816,6
817,6
818,9
819,6
820,6
821,7
822,7
823,7
824,6
825,7
826,7
827,7
828,7
829,7
830,6
831,6
832,6
833,7
834,7
835,7
836,6
837,7
838,7
839,11
840,7
841,7
842,6
843,6
844,6
845,7
846,8
847,7
848,8
849,12
850,8
851,11
852,11
853,13
854,11
855,11
856,7
857,9
858,10
859,8
860,8
861,10
862,10
863,8
864,8
865,9
866,8
867,13
868,3
869,11
870,11
871,9
872,12
873,10
874,9
875,8
876,10
877,8
878,8
879,11
880,6
881,7
882,6
883,7
884,12
885,13
886,14
887,11
888,9
889,8
890,6
891,7
892,3
893,3
894,10
895,9
896,11
897,3
898,12
899,7
900,7
901,3
902,3
903,10
904,3
905,8
906,8
907,13
908,3
909,6
910,7
911,8
912,9
913,12
914,7
915,12
916,14
917,12
918,13
919,8
920,11
921,12
922,3
923,7
924,12
925,11
926,13
927,9
928,11
929,6
930,7
931,8
932,13
933,9
934,7
935,3
936,3
937,10
938,13
939,7
940,3
941,3
942,8
943,12
944,12
945,8
946,7
947,7
948,12
949,7
950,9
951,7
952,8
953,13
954,10
955,7
956,7
957,7
958,10
