Order,Length_1
373,3
374,3
375,3
376,3
377,7
378,7
379,7
380,8
381,3
382,3
383,3
384,3
385,3
386,3
387,3
388,3
389,8
390,3
391,3
392,3
393,3
394,3
395,8
396,3
397,3
398,3
399,3
400,3
401,3
402,7
403,7
404,7
405,3
406,12
407,3
408,3
409,3
410,3
411,5
412,5
413,3
414,3
415,3
416,8
417,3
418,3
419,3
420,3
421,8
422,3
423,6
424,6
425,3
426,3
427,3
428,3
429,7
430,7
431,6
432,3
433,3
434,3
435,3
436,3
437,3
438,3
439,3
440,9
441,9
442,9
443,3
444,3
445,3
446,3
447,6
448,3
449,3
450,3
451,3
452,3
453,7
454,7
455,7
456,7
457,6
458,3
459,9
460,12
461,6
462,6
463,9
464,8
465,7
466,8
467,7
468,7
469,7
470,7
471,8
472,7
473,3
474,5
475,5
476,5
477,3
478,3
479,8
480,3
481,8
482,3
483,8
484,3
485,3
486,3
487,4
488,3
489,3
490,6
491,10
492,9
493,4
494,3
495,6
496,9
497,4
498,6
499,12
500,4
501,6
502,4
503,10
504,5
505,5
506,10
507,4
508,5
509,9
510,5
511,6
512,4
513,5
514,4
515,8
516,7
517,6
518,6
519,3
520,4
521,3
522,4
523,3
524,4
525,3
526,6
527,4
528,6
529,3
530,3
531,3
532,3
533,7
534,4
535,3
536,3
537,4
538,3
539,3
540,3
541,3
542,3
543,3
544,8
545,8
546,8
547,3
548,4
549,3
550,3
551,3
552,4
553,3
554,3
555,3
556,3
557,3
558,7
559,7
560,7
561,4
562,3
563,5
564,10
565,4
566,4
567,13
568,5
569,5
570,7
571,5
572,5
573,5
574,5
575,7
576,5
577,3
578,6
579,4
580,4
581,3
582,3
583,7
584,3
585,9
586,3
587,7
588,3
589,3
590,7
591,3
592,4
593,3
594,3
595,3
596,3
597,3
598,7
599,11
600,12
601,4
602,3
603,3
604,3
605,3
606,7
607,7
608,4
609,7
610,6
611,4
612,4
613,5
614,14
615,7
616,5
617,9
618,5
619,7
620,5
621,4
622,6
623,3
624,9
625,3
626,7
627,10
628,11
629,5
630,3
631,3
632,3
633,3
634,3
635,3
636,3
637,3
638,5
639,9
640,8
641,11
642,3
643,3
644,8
645,8
646,3
647,3
648,8
649,5
650,7
651,8
652,3
653,3
654,3
655,7
656,3
657,3
658,3
659,7
660,8
661,5
662,3
663,5
664,5
665,7
666,8
667,8
668,3
669,3
670,3
671,5
672,5
673,5
674,7
675,7
676,7
677,7
678,7
679,5
680,7
681,9
682,7
683,8
684,7
685,5
686,7
687,7
688,7
689,7
690,7
691,13
692,3
693,3
694,3
695,3
696,7
697,6
698,3
699,3
700,3
701,3
702,6
703,6
704,3
705,6
706,5
707,11
708,5
709,5
710,7
711,9
712,7
713,7
714,7
715,9
716,5
717,5
718,9
719,14
720,3
721,3
722,3
723,3
724,3
725,3
726,11
727,10
728,3
729,7
730,8
731,3
732,3
733,3
734,7
735,5
736,5
737,8
738,9
739,3
740,5
741,10
742,4
743,4
744,4
745,4
746,4
747,4
748,4
749,10
750,4
751,4
752,4
753,4
754,4
755,4
756,4
757,4
758,4
759,9
760,6
761,4
762,6
763,4
764,4
765,4
766,4
767,4
768,10
769,4
770,4
771,4
772,4
773,4
774,4
775,12
776,6
777,3
778,3
779,3
780,6
781,3
782,8
783,4
784,4
785,6
786,3
787,6
788,3
789,3
790,6
791,6
792,3
793,4
794,4
795,4
796,6
797,3
798,4
799,4
800,4
801,6
802,3
803,6
804,4
805,4
806,4
807,4
808,7
809,4
810,4
811,4
812,6
813,6
814,6
815,10
816,6
817,6
818,11
819,6
820,6
821,7
822,8
823,3
824,10
825,6
826,6
827,11
828,6
829,6
830,6
831,6
832,6
833,6
834,6
835,6
836,7
837,6
838,6
839,11
840,6
841,6
842,6
843,6
844,6
845,6
846,6
847,6
848,7
849,6
850,4
851,4
852,4
853,4
854,4
855,4
856,4
857,4
858,4
859,4
860,4
861,4
862,4
863,4
864,4
865,4
866,4
867,4
868,10
869,7
870,3
871,4
872,7
873,3
874,7
875,4
876,4
877,4
878,4
879,7
880,5
881,4
882,5
883,5
884,4
885,10
886,4
887,6
888,4
889,10
890,5
891,5
892,12
893,13
894,3
895,3
896,3
897,6
898,3
899,3
900,3
901,8
902,8
903,3
904,7
905,3
906,3
907,3
908,7
909,5
910,5
911,9
912,9
913,3
914,5
915,4
916,4
917,7
918,4
919,7
920,4
921,7
922,10
923,6
924,3
925,6
926,3
927,6
928,6
929,5
930,5
931,4
932,10
933,12
934,5
935,11
936,12
937,3
938,3
939,3
940,10
941,7
942,3
943,8
944,7
945,8
946,10
947,12
948,11
949,8
950,11
951,10
952,13
953,8
954,6
955,9
956,8
957,9
958,13
