Order,Length,Rule_1,Rule_2,Rule_3,Rule_4
656,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
657,4,(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
658,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
659,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
660,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
661,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
662,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
663,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
664,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
665,6,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-o > 0.5) & (middle-right-square-o > 0.5),,,
666,6,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-middle-square-x <= 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (middle-left-square-x <= 0.5) & (bottom-middle-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (middle-left-square-x <= 0.5),
667,6,(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (middle-left-square-x <= 0.5) & (bottom-middle-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-o > 0.5) & (middle-right-square-o > 0.5),,
668,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
669,4,(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
670,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
671,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
672,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
673,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
674,6,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-b <= 0.5),,,
675,6,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-b <= 0.5),,,
676,7,(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-b <= 0.5) & (top-middle-square-b <= 0.5) & (bottom-middle-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-b <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-o > 0.5),,
677,7,(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-b <= 0.5) & (top-middle-square-b <= 0.5) & (bottom-middle-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-b <= 0.5) & (middle-right-square-b > 0.5) & (middle-left-square-x > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-b <= 0.5) & (middle-right-square-b > 0.5) & (middle-left-square-o <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-b <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-o > 0.5)
678,6,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-b <= 0.5),,,
679,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
680,6,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-b <= 0.5),,,
681,6,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-o > 0.5) & (middle-right-square-o > 0.5),,,
682,7,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (middle-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-b > 0.5) & (middle-right-square-o > 0.5) & (middle-left-square-o > 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-b > 0.5) & (middle-left-square-o > 0.5) & (bottom-left-square-x > 0.5),
683,7,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (middle-left-square-x <= 0.5),,,
684,7,(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-b <= 0.5) & (top-middle-square-b <= 0.5) & (bottom-middle-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-b <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-o > 0.5),,
685,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
686,6,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-b <= 0.5),,,
687,6,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-b <= 0.5),,,
688,7,(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-b <= 0.5) & (top-middle-square-b <= 0.5) & (bottom-middle-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-b > 0.5) & (bottom-middle-square-o > 0.5) & (bottom-left-square-x > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-b > 0.5) & (bottom-middle-square-o > 0.5) & (top-middle-square-o > 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-b <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-o > 0.5)
689,6,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-b <= 0.5),,,
690,7,(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-b <= 0.5) & (top-middle-square-b <= 0.5) & (bottom-middle-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-b > 0.5) & (bottom-middle-square-o > 0.5) & (top-middle-square-o > 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-b <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-o > 0.5),
691,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
692,4,(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
693,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
694,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
695,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
696,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
697,5,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-middle-square-x <= 0.5) & (middle-right-square-x > 0.5),,,
698,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
699,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
700,4,(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
701,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
702,5,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-middle-square-x <= 0.5) & (middle-right-square-x > 0.5),,,
703,6,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-b <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (middle-left-square-x <= 0.5) & (bottom-middle-square-x <= 0.5),,
704,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
705,6,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-middle-square-x <= 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (middle-left-square-x <= 0.5) & (bottom-middle-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (middle-left-square-x <= 0.5),
706,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
707,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
708,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
709,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
710,6,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-o > 0.5) & (middle-right-square-o > 0.5),,,
711,7,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (middle-left-square-x <= 0.5),,,
712,6,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-o > 0.5) & (middle-right-square-o > 0.5),,,
713,7,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (middle-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-b <= 0.5) & (top-middle-square-b > 0.5) & (bottom-middle-square-x > 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-b <= 0.5) & (top-middle-square-o <= 0.5) & (bottom-middle-square-o <= 0.5),
714,6,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-o > 0.5) & (middle-right-square-o > 0.5),,,
715,7,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (middle-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-b > 0.5) & (middle-right-square-o > 0.5) & (middle-left-square-o > 0.5),,
716,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
717,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
718,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
719,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
720,4,(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
721,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
722,4,(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
723,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
724,4,(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
725,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
726,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
727,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
728,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
729,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
730,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
731,4,(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
732,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
733,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
734,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
735,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
736,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
737,6,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-o > 0.5) & (middle-right-square-o > 0.5),,,
738,6,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-middle-square-x <= 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (middle-left-square-x <= 0.5) & (bottom-middle-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (middle-left-square-x <= 0.5),
739,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
740,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
741,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
742,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
743,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
744,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
745,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
746,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
747,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
748,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
749,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
750,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
751,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
752,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
753,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
754,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
755,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
756,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
757,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
758,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
759,7,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (middle-left-square-x <= 0.5),,,
760,7,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (middle-left-square-x <= 0.5),,,
761,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
762,7,(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x > 0.5) & (top-middle-square-x > 0.5) & (bottom-left-square-o > 0.5) & (top-right-square-x > 0.5) & (bottom-middle-square-x > 0.5),,,
763,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
764,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
765,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
766,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
767,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
768,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
769,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
770,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
771,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
772,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
773,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
774,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
